,NumberOfInstances,LogNumberOfInstances,NumberOfClasses,NumberOfFeatures,LogNumberOfFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfMissingValues,PercentageOfMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,ClassEntropy
1060,63.0,4.143134726391533,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,29.0,0.034482758620689655,0.4603174603174603,-0.7758388964050588,2.1724137931034484,0.7758388964050588,0.12698412698412698,0.873015873015873,0.5,0.373015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5491087450260073
1061,107.0,4.672828834461906,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,29.0,0.034482758620689655,0.27102803738317754,-1.3055330044754323,3.689655172413793,1.305533004475432,0.18691588785046728,0.8130841121495327,0.5,0.3130841121495327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6949749673676273
1062,36.0,3.58351893845611,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,29.0,0.034482758620689655,0.8055555555555556,-0.21622310846963594,1.2413793103448276,0.216223108469636,0.2222222222222222,0.7777777777777778,0.5,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7642045065086203
1063,522.0,6.257667587882639,2.0,21.0,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,0.047619047619047616,0.040229885057471264,-3.2131451501592156,24.857142857142858,3.2131451501592156,0.2049808429118774,0.7950191570881227,0.5,0.29501915708812265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7317786193052257
1064,101.0,4.61512051684126,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,29.0,0.034482758620689655,0.2871287128712871,-1.2478246868547855,3.4827586206896552,1.2478246868547855,0.1485148514851485,0.8514851485148515,0.5,0.35148514851485146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6061112071230007
1065,458.0,6.126869184114185,2.0,39.0,3.6635616461296463,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,39.0,0.02564102564102564,0.0851528384279476,-2.4633075379845386,11.743589743589743,2.4633075379845386,0.09388646288209607,0.9061135371179039,0.5,0.4061135371179039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44931097622048255
1066,145.0,4.976733742420574,2.0,94.0,4.543294782270004,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,94.0,0.010638297872340425,0.6482758620689655,-0.43343896015057054,1.5425531914893618,0.43343896015057054,0.41379310344827586,0.5862068965517241,0.5,0.08620689655172412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9784493292686188
1067,2109.0,7.653969180478774,2.0,21.0,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,0.047619047619047616,0.00995732574679943,-4.609446742755352,100.42857142857143,4.609446742755352,0.15457562825983878,0.8454243717401612,0.5,0.34542437174016116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6211733422333799
1068,1109.0,7.011213987350367,2.0,21.0,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,0.047619047619047616,0.018935978358881875,-3.966691549626944,52.80952380952381,3.966691549626944,0.06943192064923355,0.9305680793507665,0.5,0.43056807935076646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36380010531923423
1069,5589.0,8.628555659269699,2.0,36.0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,36.0,0.027777777777777776,0.00644122383252818,-5.045036720813588,155.25,5.045036720813588,0.00411522633744856,0.9958847736625515,0.5,0.49588477366255146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03853718088787195
1071,403.0,5.998936561946683,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.09181141439205956,-2.3880186493024587,10.891891891891891,2.3880186493024587,0.07692307692307693,0.9230769230769231,0.5,0.42307692307692313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3912435636292556
1073,274.0,5.6131281063880705,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.029197080291970802,-3.5336865647082343,34.25,3.5336865647082343,0.48905109489051096,0.5109489051094891,0.5,0.010948905109489065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996540760494435
1075,130.0,4.867534450455582,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.06153846153846154,-2.7880929087757464,16.25,2.7880929087757464,0.08461538461538462,0.9153846153846154,0.5,0.41538461538461535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41823656965418116
1077,105.0,4.653960350157523,3.0,22283.0,10.011579334886969,0.0,0.0,0.0,0.0,0.0,0.0,22283.0,1.0,22283.0,4.487726069200736e-05,212.21904761904761,5.357618984729445,0.004712112372660773,-5.357618984729445,0.06666666666666667,0.5523809523809524,0.3333333333333333,0.20113059125659885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2638502227394854
1078,105.0,4.653960350157523,3.0,22283.0,10.011579334886969,0.0,0.0,0.0,0.0,0.0,0.0,22283.0,1.0,22283.0,4.487726069200736e-05,212.21904761904761,5.357618984729445,0.004712112372660773,-5.357618984729445,0.06666666666666667,0.5523809523809524,0.3333333333333333,0.20113059125659885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2638502227394854
1079,95.0,4.553876891600541,5.0,22277.0,10.011310035064874,0.0,0.0,0.0,0.0,0.0,0.0,22277.0,1.0,22277.0,4.488934775777708e-05,234.49473684210525,5.457433143464333,0.004264488036988823,-5.457433143464333,0.05263157894736842,0.28421052631578947,0.2,0.0784899026623463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1813224313029878
1084,220.0,5.393627546352362,3.0,22283.0,10.011579334886969,0.0,0.0,0.0,0.0,0.0,0.0,22283.0,1.0,22283.0,4.487726069200736e-05,101.28636363636363,4.617951788534607,0.00987299735224162,-4.617951788534607,0.2,0.5818181818181818,0.3333333333333333,0.1758620379217807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3982088441853118
1100,478.0,6.169610732491456,3.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.2,0.8333333333333334,0.02092050209205021,-3.8670256394974105,47.8,3.86702563949741,0.18828451882845187,0.5167364016736402,0.3333333333333333,0.13680508379099443,2.0,9.0,4.0,2.6076809620810595,20.0,-1.3359357404509746,-0.29410313338527994,-0.8289346329740184,0.3709261867917882,-0.9014664561214429,0.479667610349246,-0.055249891806193774,0.5081801452533252,1.465322403044941
1104,72.0,4.276666119016055,2.0,7129.0,8.871926251117628,0.0,0.0,0.0,0.0,0.0,0.0,7129.0,1.0,7129.0,0.00014027212792818068,99.01388888888889,4.595260132101573,0.010099593210829007,-4.595260132101573,0.3472222222222222,0.6527777777777778,0.5,0.1527777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9315627684809641
1106,190.0,5.247024072160486,14.0,16063.0,9.684273769557766,0.0,0.0,0.0,0.0,0.0,0.0,16063.0,1.0,16063.0,6.225487144369047e-05,84.5421052631579,4.43724969739728,0.011828425574301188,-4.43724969739728,0.05263157894736842,0.15789473684210525,0.07142857142857141,0.030606214191049055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69701034168502
1107,60.0,4.0943445622221,2.0,7129.0,8.871926251117628,0.0,0.0,0.0,0.0,0.0,0.0,7129.0,1.0,7129.0,0.00014027212792818068,118.81666666666666,4.777581688895528,0.00841632767569084,-4.777581688895528,0.35,0.65,0.5,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9340680553754911
1455,120.0,4.787491742782046,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.16666666666666666,6.0,0.05,-2.995732273553991,20.0,2.995732273553991,0.4166666666666667,0.5833333333333334,0.5,0.08333333333333334,2.0,2.0,2.0,0.0,10.0,-1.5326676570522506,-1.5326676570522506,-1.5326676570522506,0.0,0.11109712883018846,0.11109712883018846,0.11109712883018846,0.0,0.9798687566511527
1460,5300.0,8.575462099540212,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.0003773584905660377,-7.882314918980268,2650.0,7.882314918980268,0.4483018867924528,0.5516981132075471,0.5,0.051698113207547164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992274432717632
1458,200.0,5.298317366548036,2.0,10000.0,9.210340371976184,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1.0,10000.0,0.0001,50.0,3.912023005428146,0.02,-3.912023005428146,0.44,0.56,0.5,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895875212220555
1115,151.0,5.017279836814924,3.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.4,2.5,0.039735099337748346,-3.2255203675868693,25.166666666666668,3.2255203675868693,0.32450331125827814,0.3443708609271523,0.3333333333333333,0.008259729330626795,2.0,26.0,13.75,11.755317945508747,55.0,-1.2001052631578948,-0.37554834552280747,-0.7878268043403511,0.41227845881754366,0.0,0.4933421826829367,0.24667109134146836,0.24667109134146836,1.5845209168501238
1116,6598.0,8.794521851788527,2.0,169.0,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,0.0,167.0,3.0,55.666666666666664,0.017964071856287425,0.025613822370415276,-3.6646231368654534,39.0414201183432,3.6646231368654534,0.1541376174598363,0.8458623825401637,0.5,0.34586238254016366,102.0,6598.0,3350.0,3248.0,6700.0,-1.6225461525434433,51.096544108501895,1.6923464736811342,7.020955108938793,-1.4354280204793017,6.316816451258885,0.4747093140542722,1.2576211818393603,0.6200985590130879
1117,81.0,4.394449154672439,3.0,12.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,0.08333333333333333,0.14814814814814814,-1.9095425048844386,6.75,1.9095425048844386,0.12345679012345678,0.5679012345679012,0.3333333333333333,0.18228176617572098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3596088217504971
1462,1372.0,7.22402480828583,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.0029154518950437317,-5.83773044716594,343.0,5.8377304471659395,0.4446064139941691,0.5553935860058309,0.5,0.055393586005830886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9911281257467459
1465,106.0,4.663439094112067,6.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.08490566037735849,-2.466214516775848,11.777777777777779,2.466214516775848,0.1320754716981132,0.20754716981132076,0.16666666666666666,0.028126641226412456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5646078191172523
1121,294.0,5.683579767338681,2.0,11.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.5,0.03741496598639456,-3.285684494540311,26.727272727272727,3.285684494540311,0.2857142857142857,0.7142857142857143,0.5,0.2142857142857143,2.0,2.0,2.0,0.0,6.0,-1.2000277665297623,4.418716474176189,0.8331544732385605,1.4975836508024387,0.0,1.608952570877844,0.9073366550029308,0.5844165096069831,0.8631205685666311
1122,413.0,6.023447592961033,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,26.479418886198548,3.2763677854427526,0.03776517922457937,-3.2763677854427526,0.16707021791767554,0.8329297820823245,0.5,0.3329297820823245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6509585933680765
1123,405.0,6.003887067106539,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,27.002469135802468,3.295928311297246,0.037033650329188005,-3.295928311297246,0.1506172839506173,0.8493827160493828,0.5,0.3493827160493827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6113829046636963
1124,201.0,5.303304908059076,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,54.407960199004975,3.9965104703447096,0.01837966349670812,-3.9965104703447096,0.38308457711442784,0.6169154228855721,0.5,0.11691542288557213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9601914617188296
1125,146.0,4.983606621708336,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,74.9041095890411,4.316208756695449,0.013350402340892466,-4.316208756695449,0.4726027397260274,0.5273972602739726,0.5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997833112638914
1126,412.0,6.021023349349527,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,26.54368932038835,3.278792029054259,0.03767373811265545,-3.278792029054259,0.3058252427184466,0.6941747572815534,0.5,0.19417475728155342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8882954964074687
1127,421.0,6.042632833682381,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,25.97624703087886,3.2571825447214042,0.03849670811997074,-3.2571825447214042,0.1828978622327791,0.8171021377672208,0.5,0.3171021377672209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6863756172444743
61,150.0,5.0106352940962555,3.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.02666666666666667,-3.624340932976365,37.5,3.624340932976365,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156
1129,384.0,5.950642552587727,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,28.479166666666668,3.3491728258160585,0.03511338697878566,-3.349172825816059,0.3229166666666667,0.6770833333333334,0.5,0.17708333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907525068754045
1131,193.0,5.262690188904886,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,56.66321243523316,4.0371251894989,0.017648134601316753,-4.0371251894989,0.35751295336787564,0.6424870466321243,0.5,0.14248704663212433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9405993688449396
1132,203.0,5.313205979041787,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,53.87192118226601,3.986609399361998,0.018562545720555962,-3.986609399361998,0.3793103448275862,0.6206896551724138,0.5,0.12068965517241381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9575534837147484
1133,347.0,5.849324779946859,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,31.51585014409222,3.4504905984569265,0.03173006583760059,-3.450490598456926,0.17579250720461095,0.8242074927953891,0.5,0.3242074927953891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.670785570417006
1135,355.0,5.872117789475416,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,30.805633802816903,3.42769758892837,0.032461594732991955,-3.42769758892837,0.19436619718309858,0.8056338028169014,0.5,0.30563380281690145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7105163697827118
1136,250.0,5.521460917862246,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,43.744,3.778354460541539,0.02286027798098025,-3.778354460541539,0.496,0.504,0.5,0.0040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999538332662392
1137,546.0,6.302618975744905,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,20.02930402930403,2.9971964026588807,0.049926847110460866,-2.99719640265888,0.47619047619047616,0.5238095238095238,0.5,0.023809523809523836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998363672593813
1140,324.0,5.780743515792329,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,33.75308641975309,3.5190718626114563,0.0296269202633504,-3.5190718626114563,0.3888888888888889,0.6111111111111112,0.5,0.11111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964078764808229
1141,130.0,4.867534450455582,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,84.12307692307692,4.432280927948203,0.01188734455010973,-4.432280927948203,0.46923076923076923,0.5307692307692308,0.5,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972665429589952
1143,363.0,5.8944028342648505,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,30.1267217630854,3.405412544138935,0.03319312362838332,-3.4054125441389345,0.21212121212121213,0.7878787878787878,0.5,0.28787878787878785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7455178428108284
1144,329.0,5.796057750765372,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,33.24012158054711,3.5037576276384135,0.030084125822970008,-3.5037576276384135,0.20972644376899696,0.790273556231003,0.5,0.29027355623100304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740959521744081
1145,630.0,6.4457198193855785,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,17.358730158730157,2.854095559018207,0.05760790051207023,-2.854095559018207,0.45396825396825397,0.546031746031746,0.5,0.04603174603174601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9938774184886423
1147,337.0,5.820082930352362,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,32.45103857566765,3.479732448051424,0.030815654718361375,-3.479732448051424,0.228486646884273,0.771513353115727,0.5,0.271513353115727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7753638464017233
1148,468.0,6.148468295917647,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,23.367521367521366,3.1513470824861387,0.042794440380395024,-3.1513470824861387,0.26495726495726496,0.7350427350427351,0.5,0.23504273504273507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8341351937169639
1149,458.0,6.126869184114185,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,23.87772925764192,3.1729461942896005,0.04188002926115582,-3.1729461942896005,0.43231441048034935,0.5676855895196506,0.5,0.06768558951965065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9867403772603482
1150,470.0,6.152732694704104,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,23.26808510638298,3.1470826836996815,0.04297732260424287,-3.147082683699681,0.2680851063829787,0.7319148936170212,0.5,0.23191489361702125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387034444830611
1151,138.0,4.927253685157205,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,79.2463768115942,4.372561693246581,0.012618873445501097,-4.372561693246581,0.4420289855072464,0.5579710144927537,0.5,0.05797101449275363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9902814044242308
1152,267.0,5.58724865840025,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,40.95880149812734,3.712566720003536,0.024414776883686904,-3.712566720003536,0.25842696629213485,0.7415730337078652,0.5,0.24157303370786518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82436335380944
1153,484.0,6.182084906716632,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,22.59504132231405,3.1177304716871537,0.04425749817117776,-3.1177304716871537,0.4090909090909091,0.5909090909090909,0.5,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976020648236615
1154,187.0,5.231108616854587,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,58.481283422459896,4.0687067615491985,0.017099487929773227,-4.0687067615491985,0.32620320855614976,0.6737967914438503,0.5,0.17379679144385027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9110000858110295
1155,195.0,5.272999558563747,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,56.08205128205128,4.026815819840039,0.017831016825164595,-4.026815819840039,0.35384615384615387,0.6461538461538462,0.5,0.14615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9374561707820048
1156,275.0,5.616771097666572,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,39.767272727272726,3.683044280737214,0.025146305779078275,-3.683044280737214,0.28,0.72,0.5,0.21999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8554508105601307
1157,321.0,5.771441123130016,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,34.06853582554517,3.5283742552737696,0.02935259692757864,-3.5283742552737696,0.19003115264797507,0.8099688473520249,0.5,0.3099688473520249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7015366242602028
1158,604.0,6.403574197934815,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,18.105960264900663,2.8962411804689707,0.05523043160204828,-2.8962411804689707,0.4304635761589404,0.5695364238410596,0.5,0.06953642384105962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9860029065354764
1159,259.0,5.556828061699537,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,42.22393822393823,3.742987316704248,0.023683247988295537,-3.742987316704248,0.23552123552123552,0.7644787644787645,0.5,0.2644787644787645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7875125797054775
1160,410.0,6.016157159698354,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,26.673170731707316,3.283658218705432,0.03749085588880761,-3.283658218705432,0.3024390243902439,0.697560975609756,0.5,0.19756097560975608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8842519414405878
1162,322.0,5.7745515455444085,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,33.962732919254655,3.5252638328593773,0.02944403803950256,-3.5252638328593773,0.38509316770186336,0.6149068322981367,0.5,0.11490683229813667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615598804011535
1163,386.0,5.955837369464831,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,28.33160621761658,3.343978008938955,0.035296269202633505,-3.343978008938955,0.32642487046632124,0.6735751295336787,0.5,0.17357512953367873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9112319032049
